,frame,pos_x,pos_y
0,903.0,1863.4851010404561,921.0351537978656
1,904.0,1853.5386269522369,926.2032784065076
2,905.0,1842.641048453326,931.7163860753717
3,906.0,1834.298887681391,939.5308657759593
4,907.0,1831.371560776925,946.9550672836256
5,908.0,1812.5976498178734,953.5634116727375
6,909.0,1803.3316933589579,960.4861499039077
7,910.0,1793.9638999929869,964.7940774247843
8,911.0,1789.3691875487405,966.5905516249965
9,912.0,1776.6352275274603,966.3386572517372
10,913.0,1769.3522608997341,963.686567595698
11,914.0,1759.952828815188,958.7790136757611
12,915.0,1743.9873038182243,953.0497071913795
13,916.0,1750.5189841979447,943.9222108389473
14,917.0,1745.2529560720186,934.8848473143199
15,918.0,1739.6617667968194,925.8870405004867
16,919.0,1733.419356281733,917.1496119349571
17,920.0,1726.2937392747149,909.6652120055004
18,921.0,1710.137059301381,903.4837476306526
19,922.0,1700.9891128326328,898.6658897934173
20,923.0,1693.1488219274743,896.0155238756766
21,924.0,1684.2673324306027,894.7976190476189
22,925.0,1672.7985757420383,895.7540933173816
23,926.0,1660.4785310340012,897.6950243198584
24,927.0,1645.851015016685,900.0778874675565
25,928.0,1628.8700955454979,904.4731197885602
26,929.0,1612.8211785901226,908.8171249802189
27,930.0,1594.8687390761547,912.9270911360799
28,931.0,1576.8364265129683,916.5977585654819
29,932.0,1558.4951043663054,918.7181523057066
30,933.0,1547.6299610784397,920.1473763459188
31,934.0,1532.855885105885,918.9213905463905
32,935.0,1520.2244952296428,916.5225501072405
33,936.0,1502.7011499053344,910.6554460407618
34,937.0,1493.2443531241527,902.8049455645448
35,938.0,1485.7003522001546,892.9173571835679
36,939.0,1479.9680975521958,881.8790946724262
37,940.0,1475.0898618590495,870.0922032310934
38,941.0,1470.9035543579378,858.2725114682577
39,942.0,1466.4860815822003,846.9998681499793
40,943.0,1461.559961039179,835.9203150452583
41,944.0,1455.7438539222687,826.2499744976028
42,945.0,1448.3260880842454,818.5794470093895
43,946.0,1438.1256632273896,812.9246297160436
44,947.0,1424.5585129710219,810.5598454947204
45,948.0,1409.330714332482,810.5259281084267
46,949.0,1395.819095477387,810.6850251256282
47,950.0,1381.0775467164515,812.3702743349064
48,951.0,1366.0261378598625,815.8918365894452
49,952.0,1349.3665172221322,821.0654675093177
50,953.0,1333.6869701387764,827.53260615224
51,954.0,1319.0930241119086,832.7835265967237
52,955.0,1304.6515857047043,837.7164510874773
53,956.0,1293.565209644851,841.4705032268281
54,957.0,1284.4311083769096,843.3417615092791
55,958.0,1277.0883244882486,843.2739870272092
56,959.0,1269.723091357378,841.1691431563788
57,960.0,1263.9062548228496,837.8374451573075
58,961.0,1259.1929966876226,832.8686090267919
59,962.0,1254.7423329682365,826.4328906535231
60,963.0,1250.7634438179068,819.437445559987
61,964.0,1246.1865325773936,812.300800935925
62,965.0,1241.3911099125821,805.2794669543135
63,966.0,1237.4318125659859,799.4539614080013
64,967.0,1233.3351238837038,795.405380603863
65,968.0,1229.6720404827477,792.7129710485659
66,969.0,1223.957480490524,791.3345373467112
67,970.0,1215.8553812696648,789.7226309457708
68,971.0,1208.718061361865,791.1361392569497
69,972.0,1201.163821631788,793.5044401590362
70,973.0,1193.8938990078484,797.5084900538033
71,974.0,1191.7929507246374,806.2259942028985
72,975.0,1184.2443077665218,812.7275446213217
73,976.0,1176.5629036682376,818.7687838208523
74,977.0,1169.2277734678046,824.9747349366432
75,978.0,1161.4832394743898,830.4639581657281
76,979.0,1154.3563342766772,835.366988513401
77,980.0,1148.3010023424306,839.6904450618292
78,981.0,1143.011666933035,842.619253103191
79,982.0,1138.8964646464647,844.3466172138046
80,983.0,1134.3177957481437,845.1971060929711
81,984.0,1132.7102820652033,843.2010651774864
82,985.0,1132.1791581238767,840.6607183537095
83,986.0,1132.7834577395763,837.1380783633666
84,987.0,1135.2900233169617,833.2849382348563
85,988.0,1136.307997136575,829.8561129007517
86,989.0,1137.6609093021455,826.7219941651821
87,990.0,1138.5923018551953,823.768087500327
88,991.0,1138.4703476482616,821.7084544182542
89,992.0,1135.318431303116,820.5433191690273
90,993.0,1132.7889306992786,820.9908121668234
91,994.0,1129.1471305264545,822.1265731040389
92,995.0,1122.7630807869402,824.4248988419143
93,996.0,1105.9995879686855,835.2002177879804
94,997.0,1099.0489335359332,839.8239912206652
95,998.0,1094.092930874507,844.5744896775689
96,999.0,1087.7063096337333,849.4540473991997
97,1000.0,1081.260914468125,854.6406597189622
98,1001.0,1073.709866116116,859.1552489989989
99,1002.0,1067.6961243155608,863.4288948028509
100,1003.0,1063.9090716917315,866.0144047834752
101,1004.0,1058.7831022981118,866.9296796107592
102,1005.0,1050.5527210884352,863.0650837257979
103,1006.0,1047.2514063317633,859.819793301936
104,1007.0,1045.3547779540047,854.7057890563045
105,1008.0,1044.225622681505,848.7995164281928
106,1009.0,1042.775940370948,841.6189287571503
107,1010.0,1041.3788336933046,832.3020878329734
108,1011.0,1041.1265655387008,824.1470633994554
109,1012.0,1048.1250465833248,821.3703289629705
110,1013.0,1044.451522077578,812.9912550929147
111,1014.0,1039.590913690175,805.925258862019
112,1015.0,1027.4918473895582,796.0096385542168
113,1016.0,1025.2091525171284,794.3124441465594
114,1017.0,1016.6851171336701,792.0772469759607
115,1018.0,1006.5945767195766,792.2014083411142
116,1019.0,997.2135472370767,793.5945731828084
